Locations of each point along axis of the fairway of the Waal River (Netherlands)
column names refer to M: distance along the axis, X: x-coordinate, Y: y-coordinate
index column gives the index of the point along the axis of the fairway
Index column links the locations to the bed elevation and dates
XY locations given in RDNew reference system (crs code: EPSG:28992)

,M,X,Y
149,148.99998833081875,178758.81474770606,433104.5645482354
150,149.99998833029713,178757.8297615759,433104.73718172684
151,150.99998832546302,178756.84477544948,433104.9098152146
152,151.9999883249414,178755.85978931934,433105.08244870603
153,152.999988327446,178754.87480318546,433105.25508219376
154,153.99998832628125,178753.88981705531,433105.4277156815
155,154.999988329429,178752.90483092144,433105.60034917295
156,155.99998832826424,178751.9198447913,433105.7729826607
157,156.99998833076884,178750.93485865742,433105.9456161484
158,157.99998833024722,178749.94987252727,433106.11824963987
159,158.9999883254131,178748.96488640085,433106.2908831276
160,159.99998832791772,178747.97990026698,433106.46351661533
161,160.9999883273961,178746.99491413683,433106.6361501068
162,161.9999883299007,178746.00992800295,433106.8087835945
163,162.99998832937908,178745.0249418728,433106.981417086
164,163.9999427295856,178744.0408643894,433107.15890035033
165,164.99994272676156,178743.0601906702,433107.3545506783
166,165.99994272540425,178742.07951694727,433107.55020099506
167,166.99994272988678,178741.09884322062,433107.745851323
168,167.99994272706275,178740.11816950142,433107.94150165096
169,168.99994272497656,178739.1374957785,433108.137151964
170,169.9999427294591,178738.15682205185,433108.33280229196
171,170.99994272663506,178737.17614833266,433108.5284526199
172,171.99994272454887,178736.19547460973,433108.72410293296
173,172.9999427290314,178735.21480088308,433108.9197532609
174,173.99994272620737,178734.2341271639,433109.11540358886
175,174.9999427306899,178733.25345343724,433109.3110539168
176,175.9999427293326,178732.27277971432,433109.5067042336
177,176.99994272650855,178731.29210599512,433109.70235456154
178,177.99994273099108,178730.31143226847,433109.8980048895
179,178.9999427318203,178729.33075854555,433110.09365521744
180,179.99994272608086,178728.35008482635,433110.2893055305
181,180.9999427305634,178727.3694110997,433110.48495585844
182,181.99994273139262,178726.38873737678,433110.6806061864
183,182.99994272565317,178725.40806365758,433110.87625649944
184,183.9999427301357,178724.42738993093,433111.0719068274
185,184.99994273096493,178723.446716208,433111.26755715534
186,185.9999427281409,178722.4660424888,433111.4632074833
187,186.99994273043689,178721.48536876217,433111.65885780007
188,187.99994273126612,178720.50469503924,433111.854508128
189,188.99994272844208,178719.52402132004,433112.05015845597
190,189.9999427329246,178718.5433475934,433112.2458087839
191,190.99994272353186,178717.56267387792,433112.44145909697
192,191.9999427280144,178716.58200015128,433112.6371094249
193,192.99994272519035,178715.60132643208,433112.83275975287
194,193.99994272675747,178714.62065270543,433113.0284100659
195,194.9999427275867,178713.6399789825,433113.22406039387
196,195.99994272476266,178712.6593052633,433113.4197107218
197,196.99994272705865,178711.67863153666,433113.6153610386
198,197.99994272788788,178710.69795781374,433113.81101136655
199,198.99994272506385,178709.71728409454,433114.0066616945
200,199.99994272954638,178708.7366103679,433114.20231202245
201,200.9999427274602,178707.75593664497,433114.3979623355
202,201.99994272463616,178706.77526292577,433114.59361266345
203,202.9999427291187,178705.79458919913,433114.7892629914
204,203.9999427270325,178704.8139154762,433114.98491330445
205,204.99994272420847,178703.833241757,433115.1805636324
206,205.999942728691,178702.85256803036,433115.37621396035
207,206.99994272952023,178701.87189430743,433115.5718642883
208,207.99994272450962,178700.89122058824,433115.7675146051
209,208.99994272899215,178699.9105468616,433115.963164933
210,209.99994272251482,178698.92987314612,433116.158815261
211,210.99994272408193,178697.94919941947,433116.354465574
212,211.99994272856446,178696.96852569282,433116.550115902
213,212.99994272574042,178695.98785197362,433116.7457662299
214,213.99994272656966,178695.0071782507,433116.9414165579
215,214.99994272813677,178694.02650452405,433117.1370668709
216,215.99994272531274,178693.04583080485,433117.3327171989
217,216.99994272614197,178692.06515708193,433117.52836752683
218,217.9999427306245,178691.08448335528,433117.7240178548
219,218.9999427256139,178690.1038096361,433117.91966817155
220,219.99994272644312,178689.12313591316,433118.1153184995
221,220.99994273092565,178688.14246218652,433118.31096882746
222,221.9999427251862,178687.16178846732,433118.5066191405
223,222.99994272966873,178686.18111474067,433118.70226946846
224,223.99994273049796,178685.20044101775,433118.8979197964
225,224.99994272548736,178684.21976729855,433119.0935701132
226,225.9999427299699,178683.2390935719,433119.28922044113
227,226.99994273079912,178682.25841984898,433119.4848707691
228,227.99994272797508,178681.27774612978,433119.68052109703
229,228.9999427295422,178680.29707240313,433119.8761714101
230,229.99994273037143,178679.3163986802,433120.07182173803
231,230.9999427275474,178678.335724961,433120.267472066
232,231.9999427291145,178677.35505123436,433120.46312237903
233,232.99994272994374,178676.37437751144,433120.658772707
234,233.9999427271197,178675.39370379224,433120.85442303494
235,234.99994273160223,178674.4130300656,433121.0500733629
236,235.99994273024492,178673.43235634267,433121.24572367966
237,236.9999427274209,178672.45168262348,433121.4413740076
238,237.99994273190342,178671.47100889683,433121.63702433556
239,238.99994272542608,178670.49033518136,433121.8326746635
240,239.9999427269932,178669.5096614547,433122.02832497656
241,240.99994272416916,178668.5289877355,433122.2239753045
242,241.9999427286517,178667.54831400886,433122.41962563246
243,242.99982005850555,178666.57121193781,433122.6318194531
244,243.99982004992637,178665.59716890007,433122.85818231106
245,244.99982005138972,178664.62312585115,433123.0845451653
246,245.99982005006774,178663.64908280596,433123.31090802327
247,246.99982005853275,178662.67503975332,433123.5372708924
248,247.99982005721077,178661.70099670812,433123.7636337504
249,248.9998200522602,178660.72695366666,433123.98999660835
250,249.99982005009494,178659.75291062146,433124.2163594626
251,250.99982005940322,178658.77886756882,433124.44272233546
252,251.99982005723797,178657.80482452363,433124.6690851897
253,252.9998200522874,178656.83078148216,433124.89544804767
254,253.9998200509654,178655.85673843697,433125.12181090564
255,254.99982005217322,178654.88269539177,433125.3481737748
256,255.9998200581084,178653.90865233913,433125.57453663275
257,256.9998200559432,178652.93460929394,433125.800899487
258,257.99982005099264,178651.96056625247,433126.02726234496
259,258.99982005220045,178650.98652320728,433126.2536252141
260,259.99982005813564,178650.01248015463,433126.47998807207
261,260.99982005681363,178649.03843710944,433126.70635093004
262,261.9998200510198,178648.06439406797,433126.9327137843
263,262.9998200530709,178647.09035102278,433127.15907665715
264,263.9998200581628,178646.11630797014,433127.3854395114
265,264.9998200568408,178645.14226492494,433127.61180236936
266,265.99982005189025,178644.16822188348,433127.8381652273
267,266.99982004972503,178643.19417883828,433128.06452808157
268,267.9998200590333,178642.22013578564,433128.29089095443
269,268.9998200568681,178641.24609274045,433128.5172538087
270,269.9998200555461,178640.27204969525,433128.74361666664
271,270.99982005059553,178639.2980066538,433128.9699795246
272,271.99982005180334,178638.3239636086,433129.19634239376
273,272.99982005689526,178637.34992055595,433129.422705248
274,273.99982005557325,178636.37587751076,433129.64906810597
275,274.99982005315246,178635.4018344693,433129.8754309751
276,275.99982005183045,178634.4277914241,433130.1017938331
277,276.99982005776565,178633.45374837145,433130.32815669104
278,277.9998200556004,178632.47970532626,433130.5545195453
279,278.9998200470213,178631.50566228852,433130.78088240325
280,279.9998200518577,178630.5316192396,433131.0072452724
281,280.9998200577929,178629.55757618695,433131.23360813037
282,281.99982005647087,178628.58353314176,433131.45997098833
283,282.99982005430564,178627.60949009657,433131.6863338426
284,283.9998200527281,178626.6354470551,433131.91269671544
285,284.99982005782005,178625.66140400246,433132.1390595697
286,285.99982005649804,178624.68736095726,433132.36542242765
287,286.99982005517603,178623.71331791207,433132.5917852856
288,287.99982005275524,178622.7392748706,433132.81814815477
289,288.99982005143323,178621.7652318254,433133.04451101273
290,289.99982005652515,178620.79118877277,433133.270873867
291,290.99982005857623,178619.81714572757,433133.49723673984
292,291.999820056411,178618.84310268238,433133.7235995941
293,292.99982005146046,178617.8690596409,433133.94996245205
294,293.99982005739565,178616.89501658827,433134.17632531
295,294.99982005523043,178615.92097354308,433134.40268816426
296,295.9998200572815,178614.94693049788,433134.62905103713
297,296.9998200514877,178613.97288745642,433134.8554138914
298,297.9998200574229,178612.99884440377,433135.08177674934
299,298.9998200561009,178612.02480135858,433135.3081396073
300,299.99982005393565,178611.0507583134,433135.53450246155
301,300.99982004872953,178610.07671527565,433135.7608653344
302,301.99982005745005,178609.10267221928,433135.98722818866
303,302.99982005612804,178608.12862917408,433136.21359104663
304,303.99982005733585,178607.1545861289,433136.4399539158
305,304.99982005601385,178606.1805430837,433136.66631677374
306,305.99982005022,178605.20650004223,433136.892679628
307,306.9998200561552,178604.2324569896,433137.11904248595
308,307.999820057363,178603.2584139444,433137.3454053551
309,308.999820056041,178602.2843708992,433137.57176821306
310,309.99982005109047,178601.31032785773,433137.79813107103
311,310.9998200561824,178600.3362848051,433138.0244939253
312,311.9998200548604,178599.3622417599,433138.25085678324
313,312.9998200560682,178598.3881987147,433138.4772196524
314,313.99982004748904,178597.41415567696,433138.70358251035
315,314.99982005705283,178596.4401126206,433138.9299453683
316,315.9998200548876,178595.4660695754,433139.15630822256
317,316.9998200569387,178594.4920265302,433139.38267109543
318,317.99982005477347,178593.517983485,433139.6090339497
319,318.99982005708006,178592.5439404361,433139.83539680764
320,319.99982005828787,178591.5698973909,433140.0617596768
321,320.99982005696586,178590.5958543457,433140.28812253475
322,321.99982005564385,178589.62181130052,433140.5144853927
323,322.99982004985003,178588.64776825905,433140.74084824696
324,323.9998200591583,178587.6737252064,433140.96721111983
325,324.9998200569931,178586.6996821612,433141.1935739741
326,325.9998200556711,178585.72563911602,433141.41993683204
327,326.9998200543491,178584.75159607083,433141.64629969
328,327.9998200558124,178583.7775530219,433141.87266254425
329,328.9998200578635,178582.80350997671,433142.0990254171
330,329.99982005569825,178581.82946693152,433142.32538827136
331,330.99982005437624,178580.85542388633,433142.55175112933
332,331.99982005668284,178579.8813808374,433142.7781139873
333,332.99982005789064,178578.90733779222,433143.00447685644
334,333.99982005656864,178577.93329474702,433143.2308397144
335,334.9998200544034,178576.95925170183,433143.45720256865
336,335.99982005671,178575.9852086529,433143.6835654266
337,336.9998200579178,178575.01116560772,433143.90992829576
338,337.9998200565958,178574.03712256253,433144.1362911537
339,338.9998200544306,178573.06307951733,433144.362654008
340,339.9998200531086,178572.08903647214,433144.58901686594
341,340.999820057945,178571.11499342322,433144.8153797351
342,341.999820056623,178570.14095037803,433145.04174259305
343,342.999820055301,178569.16690733284,433145.268105451
344,343.99982005313575,178568.19286428764,433145.49446830526
345,344.99982005544234,178567.21882123873,433145.7208311632
346,345.99982005665015,178566.24477819353,433145.9471940324
347,346.99982005532814,178565.27073514834,433146.17355689034
348,347.99982005400614,178564.29669210315,433146.3999197483
349,348.99982005884254,178563.32264905423,433146.62628261745
350,349.99982005752054,178562.34860600904,433146.8526454754
351,350.9998200553553,178561.37456296384,433147.07900832966
352,351.9998200540333,178560.40051991865,433147.3053711876
353,352.9998200588697,178559.42647686973,433147.53173405677
354,353.9998200575477,178558.45243382454,433147.75809691474
355,354.9998200562257,178557.47839077935,433147.9844597727
356,355.9998200540605,178556.50434773415,433148.21082262695
357,356.99982005611156,178555.53030468896,433148.4371854998
358,357.9998200575749,178554.55626164004,433148.66354835406
359,358.9998200562529,178553.58221859485,433148.889911212
360,359.99982005493086,178552.60817554966,433149.11627407
361,360.99982005276564,178551.63413250446,433149.34263692424
362,361.9998200584453,178550.66008945554,433149.5689997971
363,362.9998200562801,178549.68604641035,433149.79536265135
364,363.9998200549581,178548.71200336516,433150.0217255093
365,364.9998200561659,178547.73796031997,433150.24808837846
366,365.9998200584725,178546.76391727105,433150.4744512364
367,366.9998200571505,178545.78987422585,433150.7008140944
368,367.99982005498526,178544.81583118066,433150.92717694864
369,368.99982005703635,178543.84178813547,433151.1535398215
370,369.9998200548711,178542.86774509028,433151.37990267575
371,370.99965354484766,178541.90305579826,433151.6426603161
372,371.99965355069435,178540.94057219103,433151.91400017217
373,372.99965354936995,178539.97808859125,433152.18534002826
374,373.9996535516311,178539.01560498774,433152.45667988434
375,374.99965355030673,178538.05312138796,433152.72801974043
376,375.9996535495354,178537.09063778445,433152.99935958534
377,376.99965354821103,178536.12815418467,433153.27069944143
378,377.9996535540577,178535.16567057744,433153.5420392975
379,378.9996535491478,178534.20318698138,433153.8133791536
380,379.9996535549945,178533.24070337415,433154.0847190097
381,380.9996535470521,178532.2782197781,433154.3560588546
382,381.9996535528988,178531.31573617086,433154.6273987107
383,382.9996535479889,178530.3532525748,433154.8987385668
384,383.99965355383557,178529.39076896757,433155.1700784229
385,384.99965354892566,178528.4282853715,433155.44141827896
386,385.99965355477235,178527.46580176428,433155.71275813505
387,386.99965354682996,178526.50331816822,433155.98409797996
388,387.99965355267665,178525.540834561,433156.25543783605
389,388.99965355135225,178524.5783509612,433156.52677769214
390,389.9996535536134,178523.6158673577,433156.7981175482
391,390.99965355228903,178522.65338375792,433157.0694574043
392,391.9996535515177,178521.6909001544,433157.3407972492
393,392.99965355019333,178520.72841655463,433157.6121371053
394,393.9996535524545,178519.76593295112,433157.8834769614
395,394.9996535511301,178518.80344935134,433158.1548168175
396,395.9996535462202,178517.84096575528,433158.4261566736
397,396.9996535480236,178516.87848214805,433158.69749651477
398,397.9996535466992,178515.91599854827,433158.96883637086
399,398.9996535499712,178514.95351494476,433159.24017623067
400,399.9996535486468,178513.99103134498,433159.51151608676
401,400.99965355090796,178513.02854774147,433159.78285594285
402,401.9996535455403,178512.0660641417,433160.05419578403
403,402.999653551387,178511.10358053446,433160.3255356401
404,403.9996535464771,178510.1410969384,433160.5968754962
405,404.99965355333455,178509.17861333117,433160.868215356
406,405.99965354842465,178508.2161297351,433161.1395552121
407,406.99965355427133,178507.25364612788,433161.4108950682
408,407.9996535524892,178506.29116252437,433161.6822349094
409,408.9996535511648,178505.3286789246,433161.9535747655
410,409.99965355342596,178504.36619532108,433162.22491462156
411,410.99965355210156,178503.4037117213,433162.49625447765
412,411.99965354820245,178502.44122812524,433162.76759433746
413,412.99965355404913,178501.478744518,433163.03893419355
414,413.99965354868147,178500.51626091823,433163.31027403474
415,414.99965355094264,178499.55377731472,433163.5816138908
416,415.99965354961824,178498.59129371494,433163.8529537469
417,416.9996535518794,178497.62881011143,433164.124293603
418,417.99965355156587,178496.66632651165,433164.3956334628
419,418.99965355382705,178495.70384290814,433164.6669733189
420,419.9996535484594,178494.74135930836,433164.9383131601
421,420.99965355072055,178493.77887570485,433165.2096530162
422,421.99965354939616,178492.81639210507,433165.48099287227
423,422.99965354807176,178491.8539085053,433165.75233272836
424,423.99965355033294,178490.89142490178,433166.02367258444
425,424.99965355314714,178489.92894129455,433166.29501242936
426,425.99965354823723,178488.9664576985,433166.56635228544
427,426.9996535540839,178488.00397409126,433166.83769214153
428,427.999653549174,178487.0414904952,433167.1090319976
429,428.9996535550207,178486.07900688797,433167.3803718537
430,429.9996535506639,178485.1165232882,433167.6517116986
431,430.99965355292505,178484.15403968468,433167.9230515547
432,431.99965355160066,178483.1915560849,433168.1943914108
433,432.99965355386183,178482.2290724814,433168.4657312669
434,433.99965355253744,178481.2665888816,433168.737071123
435,434.99965355176613,178480.3041052781,433169.0084109679
436,435.99965355044174,178479.34162167832,433169.279750824
437,436.9996535455318,178478.37913808227,433169.55109068006
438,437.9996535513785,178477.41665447503,433169.82243053615
439,438.9996535500541,178476.45417087525,433170.09377039224
440,439.9996535523153,178475.49168727174,433170.3651102483
441,440.9996535479585,178474.52920367196,433170.63645009324
442,441.99965355021965,178473.56672006845,433170.9077899493
443,442.99965354889525,178472.60423646867,433171.1791298054
444,443.99965355474194,178471.64175286144,433171.4504696615
445,444.99965354983203,178470.67926926538,433171.7218095176
446,445.99965355163545,178469.71678565815,433171.9931493588
447,446.99965354672554,178468.7543020621,433172.26448921487
448,447.999653553583,178467.79181845486,433172.5358290747
449,448.9996535486731,178466.8293348588,433172.80716893077
450,449.9996535545198,178465.86685125157,433173.07850878686
451,450.9996535455666,178464.90436765552,433173.34984862804
452,451.9996535514133,178463.94188404828,433173.62118848413
453,452.9996535465034,178462.97940045223,433173.8925283402
454,453.9996535533609,178462.016916845,433174.16386820003
455,454.9996535520365,178461.0544332452,433174.4352080561
456,455.9996535502543,178460.0919496417,433174.7065478973
457,456.9996535489299,178459.12946604192,433174.9778877534
458,457.9996535511911,178458.16698243842,433175.2492276095
459,458.9996535498667,178457.20449883863,433175.5205674656
460,459.9996535521279,178456.24201523513,433175.79190732166
461,460.9995532472949,178455.28384698555,433176.07776219025
462,461.99955325001395,178454.32945385203,433176.37631495297
463,462.9995532447289,178453.37506072223,433176.6748677008
464,463.99955324834133,178452.42066759244,433176.9734204784
465,464.999553247505,178451.46627446264,433177.2719732411
466,465.99955324666865,178450.51188133284,433177.57052600384
467,466.9995532458323,178449.55748820305,433177.86907876655
468,467.999553244996,178448.60309507325,433178.1676315293
469,468.99955324415964,178447.64870194346,433178.466184292
470,469.9995532433233,178446.69430881366,433178.7647370547
471,470.99955324359917,178445.73991568387,433179.06328982115
472,471.99955324276283,178444.78552255407,433179.36184258386
473,472.9995532454819,178443.83112942055,433179.6603953466
474,473.99955324464554,178442.87673629075,433179.9589481093
475,474.9995532438092,178441.92234316096,433180.257500872
476,475.99955324297287,178440.96795003116,433180.55605363473
477,476.99955324924736,178440.01355689391,433180.85460639745
478,477.999553248411,178439.05916376412,433181.15315916017
479,478.9995532475747,178438.10477063432,433181.4517119229
480,479.99955324673834,178437.15037750453,433181.7502646856
481,480.999553245902,178436.19598437473,433182.0488174483
482,481.99955324617787,178435.24159124494,433182.34737021476
483,482.99955324534153,178434.28719811514,433182.6459229775
484,483.9995532480606,178433.33280498162,433182.9444757402
485,484.99955324722424,178432.37841185182,433183.2430285029
486,485.9995532463879,178431.42401872203,433183.5415812656
487,486.99955324555157,178430.46962559223,433183.84013402835
488,487.99955324471523,178429.51523246244,433184.13868679106
489,488.9995532438789,178428.56083933264,433184.4372395538
490,489.99955324304256,178427.60644620284,433184.7357923165
491,490.9995532422062,178426.65205307305,433185.0343450792
492,491.99955324959285,178425.6976599358,433185.33289784566
493,492.9995532487565,178424.743266806,433185.6314506084
494,493.9995532479202,178423.7888736762,433185.9300033711
495,494.99955324708384,178422.83448054641,433186.2285561338
496,495.9995532462475,178421.88008741662,433186.5271088965
497,496.9995532383004,178420.92569429427,433186.82566165924
498,497.99955324813027,178419.9713011533,433187.12421442196
499,498.99955324729393,178419.0169080235,433187.4227671847
500,499.9995532464576,178418.0625148937,433187.7213199474
501,500.99955324562126,178417.10812176391,433188.0198727101
502,501.9995532447849,178416.15372863412,433188.3184254728
503,502.9995532450608,178415.19933550432,433188.61697823927
504,503.99955324422444,178414.24494237453,433188.915531002
505,504.9995532433881,178413.29054924473,433189.2140837647
506,505.99955324255177,178412.33615611494,433189.5126365274
507,506.99955324171543,178411.38176298514,433189.81118929014
508,507.9995532408791,178410.42736985534,433190.10974205285
509,508.99955324359814,178409.47297672182,433190.40829481557
510,509.9995532427618,178408.51858359203,433190.7068475783
511,510.99955324192547,178407.56419046223,433191.005400341
512,511.99955324108913,178406.60979733244,433191.3039531037
513,512.9995532484758,178405.6554041952,433191.60250587016
514,513.9995532476395,178404.7010110654,433191.9010586329
515,514.9995532468032,178403.7466179356,433192.1996113956
516,515.9995532459669,178402.7922248058,433192.4981641583
517,516.9995532451306,178401.837831676,433192.79671692103
518,517.9995532442944,178400.8834385462,433193.09526968375
519,518.9995532434581,178399.92904541641,433193.39382244647
520,519.9995532461771,178398.9746522829,433193.6923752092
521,520.9995532453408,178398.0202591531,433193.9909279719
522,521.9995532445046,178397.0658660233,433194.2894807346
523,522.9995532436683,178396.1114728935,433194.58803349733
524,523.9995532439442,178395.1570797637,433194.8865862638
