datum_tijd,Q
2012-03-25,1239.76
2012-03-26,1228.72
2012-03-27,1215.44
2012-03-28,1203.12
2012-03-29,1185.56
2012-03-30,1164.44
2012-03-31,1145.76
2012-04-01,1128.88
2012-04-02,1122.96
2012-04-03,1124.0
2012-04-04,1119.88
2012-04-05,1116.36
2012-04-06,1108.08
2012-04-07,1109.08
2012-04-08,1120.36
2012-04-09,1157.52
2012-04-10,1211.84
2012-04-11,1245.88
2012-04-12,1247.36
2012-04-13,1247.12
2012-04-14,1261.76
2012-04-15,1260.76
2012-04-16,1267.36
2012-04-17,1277.32
2012-04-18,1278.52
2012-04-19,1277.92
2012-04-20,1300.56
2012-04-21,1358.6
2012-04-22,1376.04
2012-04-23,1355.68
2012-04-24,1337.4
2012-04-25,1332.16
2012-04-26,1342.08
2012-04-27,1353.68
2012-04-28,1375.0
2012-04-29,1427.6
2012-04-30,1452.16
2012-05-01,1422.08
2012-05-02,1391.32
2012-05-03,1361.16
2012-05-04,1369.0
2012-05-05,1438.48
2012-05-06,1479.36
2012-05-07,1486.0
2012-05-08,1500.36
2012-05-09,1557.48
2012-05-10,1584.84
2012-05-11,1567.84
2012-05-12,1530.4
2012-05-13,1480.6
2012-05-14,1444.48
2012-05-15,1442.32
2012-05-16,1438.84
2012-05-17,1452.84
2012-05-18,1452.0
2012-05-19,1451.84
2012-05-20,1445.0
2012-05-21,1430.16
2012-05-22,1411.92
2012-05-23,1389.68
2012-05-24,1384.6
2012-05-25,1425.8
2012-05-26,1446.64
2012-05-27,1460.32
2012-05-28,1454.16
2012-05-29,1439.16
2012-05-30,1405.12
2012-05-31,1374.28
2012-06-01,1361.16
2012-06-02,1351.8
2012-06-03,1340.96
2012-06-04,1354.48
2012-06-05,1374.36
2012-06-06,1388.52
2012-06-07,1396.84
2012-06-08,1426.56
2012-06-09,1470.52
2012-06-10,1499.68
2012-06-11,1501.68
2012-06-12,1515.4
2012-06-13,1606.28
2012-06-14,1681.8
2012-06-15,1726.88
2012-06-16,1797.96
2012-06-17,1907.36
2012-06-18,1962.76
2012-06-19,1951.12
2012-06-20,1875.4
2012-06-21,1776.76
2012-06-22,1752.16
2012-06-23,1777.92
2012-06-24,1755.44
2012-06-25,1719.32
2012-06-26,1673.92
2012-06-27,1617.52
2012-06-28,1575.08
2012-06-29,1548.48
2012-06-30,1534.24
2012-07-01,1568.48
2012-07-02,1600.08
2012-07-03,1603.96
2012-07-04,1619.76
2012-07-05,1639.52
2012-07-06,1643.08
2012-07-07,1646.84
2012-07-08,1657.48
2012-07-09,1677.16
2012-07-10,1682.36
2012-07-11,1682.68
2012-07-12,1682.76
2012-07-13,1650.24
2012-07-14,1619.56
2012-07-15,1621.96
2012-07-16,1737.28
2012-07-17,1873.84
2012-07-18,1870.44
2012-07-19,1831.96
2012-07-20,1758.68
2012-07-21,1662.84
2012-07-22,1562.04
2012-07-23,1480.84
2012-07-24,1426.76
2012-07-25,1395.92
2012-07-26,1366.12
2012-07-27,1333.92
2012-07-28,1310.32
2012-07-29,1316.0
2012-07-30,1307.68
2012-07-31,1309.72
2012-08-01,1336.68
2012-08-02,1331.12
2012-08-03,1301.44
2012-08-04,1251.4
2012-08-05,1202.2
2012-08-06,1156.72
2012-08-07,1131.32
2012-08-08,1138.2
2012-08-09,1141.12
2012-08-10,1127.8
2012-08-11,1114.12
2012-08-12,1102.24
2012-08-13,1087.08
2012-08-14,1064.32
2012-08-15,1045.0
2012-08-16,1022.32
2012-08-17,1001.2
2012-08-18,972.28
2012-08-19,957.6
2012-08-20,931.96
2012-08-21,948.12
2012-08-22,976.68
2012-08-23,967.32
2012-08-24,933.68
2012-08-25,920.84
2012-08-26,942.2
2012-08-27,957.52
2012-08-28,966.16
2012-08-29,975.24
2012-08-30,981.2
2012-08-31,1015.24
2012-09-01,1039.76
2012-09-02,1044.68
2012-09-03,1039.76
2012-09-04,1050.64
2012-09-05,1143.4
2012-09-06,1318.72
2012-09-07,1392.16
2012-09-08,1367.56
2012-09-09,1317.32
2012-09-10,1254.64
2012-09-11,1190.52
2012-09-12,1155.64
2012-09-13,1130.2
2012-09-14,1099.24
2012-09-15,1092.16
2012-09-16,1101.16
2012-09-17,1156.36
2012-09-18,1203.28
2012-09-19,1200.64
2012-09-20,1169.28
2012-09-21,1112.76
2012-09-22,1077.28
2012-09-23,1058.88
2012-09-24,1078.44
2012-09-25,1119.36
2012-09-26,1136.92
2012-09-27,1168.88
2012-09-28,1234.08
2012-09-29,1272.64
2012-09-30,1282.24
2012-10-01,1276.52
2012-10-02,1263.92
2012-10-03,1243.72
2012-10-04,1232.52
2012-10-05,1278.56
2012-10-06,1312.68
2012-10-07,1321.2
2012-10-08,1323.2
2012-10-09,1291.0
2012-10-10,1256.36
2012-10-11,1237.0
2012-10-12,1237.92
2012-10-13,1279.84
2012-10-14,1455.48
2012-10-15,1701.0
2012-10-16,1858.84
2012-10-17,1942.04
2012-10-18,1955.24
2012-10-19,1893.56
2012-10-20,1805.44
2012-10-21,1724.04
2012-10-22,1627.4
2012-10-23,1533.68
2012-10-24,1465.68
2012-10-25,1404.92
2012-10-26,1365.88
2012-10-27,1347.2
2012-10-28,1333.92
2012-10-29,1316.44
2012-10-30,1302.16
2012-10-31,1309.76
2012-11-01,1329.28
2012-11-02,1341.84
2012-11-03,1341.92
2012-11-04,1337.12
2012-11-05,1363.84
2012-11-06,1463.68
2012-11-07,1672.92
2012-11-08,1849.6
2012-11-09,1964.52
2012-11-10,1976.52
2012-11-11,1897.92
2012-11-12,1804.4
2012-11-13,1737.12
2012-11-14,1733.0
2012-11-15,1788.16
2012-11-16,1834.92
2012-11-17,1817.04
2012-11-18,1744.44
2012-11-19,1653.32
2012-11-20,1575.52
2012-11-21,1517.32
2012-11-22,1473.12
2012-11-23,1422.24
2012-11-24,1387.84
2012-11-25,1377.56
2012-11-26,1345.36
2012-11-27,1300.8
2012-11-28,1263.76
2012-11-29,1236.32
2012-11-30,1230.24
2012-12-01,1269.8
2012-12-02,1407.12
2012-12-03,1617.12
2012-12-04,1693.4
2012-12-05,1644.88
2012-12-06,1568.96
2012-12-07,1551.48
2012-12-08,1634.8
2012-12-09,1742.16
2012-12-10,1754.08
2012-12-11,1708.32
2012-12-12,1651.2
2012-12-13,1618.04
2012-12-14,1590.12
2012-12-15,1553.48
2012-12-16,1538.64
2012-12-17,1664.64
2012-12-18,2108.28
2012-12-19,2726.76
2012-12-20,3253.96
2012-12-21,3605.08
2012-12-22,3744.44
2012-12-23,3730.32
2012-12-24,3749.2
2012-12-25,4037.32
2012-12-26,4463.84
2012-12-27,4660.16
2012-12-28,4702.6
2012-12-29,4746.32
2012-12-30,4841.76
2012-12-31,4896.56
2013-01-01,4767.6638535655175
2013-01-02,4481.432529689655
2013-01-03,4106.695736862069
2013-01-04,3707.996061737931
2013-01-05,3335.5485334206896
2013-01-06,2994.294746724138
2013-01-07,2699.1558779172415
2013-01-08,2476.853716048276
2013-01-09,2321.0003367379313
2013-01-10,2228.4482791793102
2013-01-11,2157.0538102413793
2013-01-12,2072.222780827586
2013-01-13,1998.273796910345
2013-01-14,1934.4547727586207
2013-01-15,1890.6727647655173
2013-01-16,1849.8043322275862
2013-01-17,1790.5523463586208
2013-01-18,1714.1577256965518
2013-01-19,1656.0571828344828
2013-01-20,1597.4412378827585
2013-01-21,1554.941098324138
2013-01-22,1524.3808290551724
2013-01-23,1506.9804511448276
2013-01-24,1483.4913050689656
2013-01-25,1467.0461180551724
2013-01-26,1451.8226089034483
2013-01-27,1438.7628265586209
2013-01-28,1414.5678440344827
2013-01-29,1416.5505345655172
2013-01-30,1431.3628904689656
2013-01-31,1541.2539340689657
2013-02-01,1938.6437390827587
2013-02-02,2519.560819675862
2013-02-03,2967.0541941034485
2013-02-04,3318.0750218620688
2013-02-05,3710.187570682759
2013-02-06,4123.218014227586
2013-02-07,4367.932943827586
2013-02-08,4364.370033027587
2013-02-09,4247.314719248276
2013-02-10,4055.587917593103
2013-02-11,3754.959016331035
2013-02-12,3383.1171706689656
2013-02-13,3006.2606747655173
2013-02-14,2671.2247744827587
2013-02-15,2398.124190110345
2013-02-16,2201.5438728206896
2013-02-17,2081.7615537034485
2013-02-18,1983.2380683448273
2013-02-19,1921.7620253931032
2013-02-20,1912.8443192482757
2013-02-21,1886.857937062069
2013-02-22,1837.544960689655
2013-02-23,1776.6338649310344
2013-02-24,1722.4300671034482
2013-02-25,1663.7873224206896
2013-02-26,1609.7199252206897
2013-02-27,1558.8703429724137
2013-02-28,1521.7866841586206
2013-03-01,1496.258924648276
2013-03-02,1482.1894319655173
2013-03-03,1464.4859105034482
2013-03-04,1443.1952341172414
2013-03-05,1424.8744696068966
2013-03-06,1413.2823242000002
2013-03-07,1398.7677110551724
2013-03-08,1389.4871885724137
2013-03-09,1400.2512113103448
2013-03-10,1434.544545537931
2013-03-11,1477.4830978551724
2013-03-12,1534.3037917931035
2013-03-13,1593.407932089655
2013-03-14,1640.6780080275862
2013-03-15,1667.2277336068964
2013-03-16,1690.7943509793104
2013-03-17,1668.1848363793104
2013-03-18,1620.9370361793103
2013-03-19,1575.7353667793102
2013-03-20,1602.3657226551722
2013-03-21,1711.878140137931
2013-03-22,1825.4881280344828
2013-03-23,1938.4355966551723
2013-03-24,1985.2279380275863
2013-03-25,1921.198632110345
2013-03-26,1814.2630312827584
2013-03-27,1700.228969324138
2013-03-28,1618.1333815931036
2013-03-29,1546.8243426000001
2013-03-30,1493.7518714206897
2013-03-31,1457.052196289655
2013-04-01,1425.9648858827586
2013-04-02,1414.8601150551724
2013-04-03,1427.6550300827587
2013-04-04,1442.779935737931
2013-04-05,1449.4585447517243
2013-04-06,1432.1785491793103
2013-04-07,1412.2299215103446
2013-04-08,1390.2225661793104
2013-04-09,1373.4715450827587
2013-04-10,1361.1368205793103
2013-04-11,1349.2657131931035
2013-04-12,1351.4012348551726
2013-04-13,1373.433725924138
2013-04-14,1472.3615806413793
2013-04-15,1794.7649044137931
2013-04-16,2139.651321696552
2013-04-17,2204.981655724138
2013-04-18,2072.4040257379306
2013-04-19,1935.0354628
2013-04-20,1835.4720635655171
2013-04-21,1752.1234383793105
2013-04-22,1701.3237951931035
2013-04-23,1696.9331086965517
2013-04-24,1762.7989662206896
2013-04-25,1855.4613046000002
2013-04-26,1888.6662495586206
2013-04-27,1854.3932356551722
2013-04-28,1807.8140036137931
2013-04-29,1786.9152925586206
2013-04-30,1834.0328933586206
2013-05-01,1934.6944236689656
2013-05-02,1957.6829019034483
2013-05-03,1916.6970645586205
2013-05-04,1902.9337646965516
2013-05-05,1874.0080710068967
2013-05-06,1838.2745420413794
2013-05-07,1972.2539424620688
2013-05-08,2090.7904480896555
2013-05-09,2049.839810910345
2013-05-10,2017.1151696620689
2013-05-11,1980.8297380413792
2013-05-12,1923.8773279517243
2013-05-13,1865.655174289655
2013-05-14,1842.9036369103449
2013-05-15,1858.8869698965516
2013-05-16,1869.6382542413792
2013-05-17,1864.4811650689655
2013-05-18,1841.8939917103448
2013-05-19,1801.6544156275863
2013-05-20,1776.335844062069
2013-05-21,1792.046667013793
2013-05-22,2011.467243924138
2013-05-23,2458.5612995724136
2013-05-24,2609.104189241379
2013-05-25,2620.64620182069
2013-05-26,2624.09758082069
2013-05-27,2609.7441895448273
2013-05-28,2549.8976732275864
2013-05-29,2492.6869744
2013-05-30,2511.8755708
2013-05-31,2550.778512351724
2013-06-01,2583.6053997724134
2013-06-02,2671.1936692551726
2013-06-03,2916.6513115862067
2013-06-04,3383.596201510345
2013-06-05,3927.3055814965514
2013-06-06,4222.775616351724
2013-06-07,4390.4030139034485
2013-06-08,4371.63659084138
2013-06-09,4181.015741227587
2013-06-10,3847.484267206896
2013-06-11,3424.252404317241
2013-06-12,3081.464732537931
2013-06-13,2849.2068426413794
2013-06-14,2701.313735896552
2013-06-15,2670.491317048276
2013-06-16,2658.057807496552
2013-06-17,2537.9655290827586
2013-06-18,2367.0617727034482
2013-06-19,2219.052565875862
2013-06-20,2104.3582468344825
2013-06-21,2053.077129772414
2013-06-22,2147.029482048276
2013-06-23,2246.6713041448274
2013-06-24,2242.9327584965517
2013-06-25,2138.2603835034483
2013-06-26,2048.1847007862066
2013-06-27,1987.9255262000001
2013-06-28,1951.5828270827585
2013-06-29,1952.2549638758621
2013-06-30,1969.6676682413793
2013-07-01,1959.7907632413794
2013-07-02,1912.1716671586205
2013-07-03,1862.3264162344826
2013-07-04,1823.463029572414
2013-07-05,1787.7531586896553
2013-07-06,1765.943528737931
2013-07-07,1738.4271745034484
2013-07-08,1731.9184889793103
2013-07-09,1722.588755048276
2013-07-10,1684.352208924138
2013-07-11,1615.980830765517
2013-07-12,1555.126764724138
2013-07-13,1510.806641462069
2013-07-14,1488.359306737931
2013-07-15,1465.8119141103448
2013-07-16,1444.650546262069
2013-07-17,1420.6074378068965
2013-07-18,1394.1428357379311
2013-07-19,1368.7808341034483
2013-07-20,1349.3737091724138
2013-07-21,1332.4122758965518
2013-07-22,1319.2604980275862
2013-07-23,1304.1055140689655
2013-07-24,1291.2674584965516
2013-07-25,1276.9378468827585
2013-07-26,1270.3805884
2013-07-27,1283.9278715586208
2013-07-28,1300.970200372414
2013-07-29,1291.9295274758622
2013-07-30,1265.2799704000001
2013-07-31,1246.2806893931036
2013-08-01,1261.6046050827588
2013-08-02,1347.1878636
2013-08-03,1442.6185378068965
2013-08-04,1445.9964067931035
2013-08-05,1404.842196710345
2013-08-06,1358.8514487448276
2013-08-07,1318.486555324138
2013-08-08,1273.067909848276
2013-08-09,1240.6699866758622
2013-08-10,1240.222411137931
2013-08-11,1239.2910963172415
2013-08-12,1238.7004073724138
2013-08-13,1246.9308965517241
2013-08-14,1261.9645120827586
2013-08-15,1264.1237523517243
2013-08-16,1247.509364110345
2013-08-17,1211.873795462069
2013-08-18,1165.6566894206896
2013-08-19,1123.1617912068964
2013-08-20,1084.6615159586206
2013-08-21,1060.3032326551725
2013-08-22,1043.7240588
2013-08-23,1024.2715922896552
2013-08-24,1002.9892449034483
2013-08-25,988.0636469034482
2013-08-26,973.2680740827586
2013-08-27,964.8189778413793
2013-08-28,974.1648345931034
2013-08-29,1049.9343422413795
2013-08-30,1108.8513697517242
2013-08-31,1086.1697939517242
2013-09-01,1041.6116657793102
2013-09-02,1020.9021355103448
2013-09-03,1005.9222780068965
2013-09-04,993.6545450413793
2013-09-05,971.6728318344827
2013-09-06,947.2975899103449
2013-09-07,929.2597926275863
2013-09-08,909.0122166827585
2013-09-09,924.0532466482758
2013-09-10,989.6220030689655
2013-09-11,1053.494329937931
2013-09-12,1117.1244822551726
2013-09-13,1184.7782102068963
2013-09-14,1203.8123460551724
2013-09-15,1206.9108963517242
2013-09-16,1258.6197897448276
2013-09-17,1348.9140725310344
2013-09-18,1365.4200590689654
2013-09-19,1351.189857910345
2013-09-20,1356.0644791034483
2013-09-21,1444.3134394551723
2013-09-22,1601.6642822689655
2013-09-23,1712.4720693655172
2013-09-24,1721.019452
2013-09-25,1640.7126902551724
2013-09-26,1543.8849744551724
2013-09-27,1469.5105467448277
2013-09-28,1417.6154405448276
2013-09-29,1364.782906751724
2013-09-30,1324.5491706
2013-10-01,1290.0722773655173
2013-10-02,1251.2047372551724
2013-10-03,1200.092343337931
2013-10-04,1158.4946894413793
2013-10-05,1130.7375218827588
2013-10-06,1109.4224896896553
2013-10-07,1111.2446222344827
2013-10-08,1172.9737338965517
2013-10-09,1298.0098514206895
2013-10-10,1376.5512645793103
2013-10-11,1372.7089819103446
2013-10-12,1334.687243124138
2013-10-13,1336.1177850275863
2013-10-14,1362.8206306827585
2013-10-15,1408.4357109310345
2013-10-16,1420.4604694689656
2013-10-17,1436.7991049862069
2013-10-18,1478.2586821310344
2013-10-19,1627.622896186207
2013-10-20,1831.229443372414
2013-10-21,1872.0645423448275
2013-10-22,1788.6571012068966
2013-10-23,1724.9437229655173
2013-10-24,1711.135381724138
2013-10-25,1721.052347862069
2013-10-26,1791.3566844068966
2013-10-27,1812.5985477793104
2013-10-28,1783.0942678068966
2013-10-29,1789.1203967034483
2013-10-30,1828.125857124138
2013-10-31,1879.059784089655
2013-11-01,1872.7712941379311
2013-11-02,1797.286411524138
2013-11-03,1730.7176470482757
2013-11-04,1699.1688291034482
2013-11-05,1780.605717124138
2013-11-06,1913.2640079034484
2013-11-07,2140.8433239448277
2013-11-08,2363.599914158621
2013-11-09,2575.57688917931
2013-11-10,2809.0517476896553
2013-11-11,3050.037641324138
2013-11-12,3163.370997813793
2013-11-13,3139.5778133793106
2013-11-14,3128.1421417034485
2013-11-15,3064.2871042
2013-11-16,2858.9672463931033
2013-11-17,2587.8393824413793
2013-11-18,2335.038400758621
2013-11-19,2132.4409920206895
2013-11-20,1973.4309781862069
2013-11-21,1843.1276527241378
2013-11-22,1767.1057146344829
2013-11-23,1805.211867048276
2013-11-24,1887.0743518206898
2013-11-25,1888.450403172414
2013-11-26,1866.8109619999998
2013-11-27,1817.5524759103448
2013-11-28,1754.3284061931033
2013-11-29,1704.3868920000002
2013-11-30,1659.8872492068965
2013-12-01,1593.4453082965517
2013-12-02,1536.6168962275863
2013-12-03,1506.450515275862
2013-12-04,1491.3511112344827
2013-12-05,1470.9092974551725
2013-12-06,1473.3283976068965
2013-12-07,1452.820608710345
2013-12-08,1426.8386095310345
2013-12-09,1416.7386736275862
2013-12-10,1406.748886013793
2013-12-11,1408.8603429793104
2013-12-12,1401.7650229172414
2013-12-13,1386.3341032
2013-12-14,1371.6218161448276
2013-12-15,1357.6084033931036
2013-12-16,1349.0813642689654
2013-12-17,1328.676968186207
2013-12-18,1310.6518646068964
2013-12-19,1291.6433878965518
2013-12-20,1284.8176689862069
2013-12-21,1272.4485301034483
2013-12-22,1262.5651316827586
2013-12-23,1284.5097841655172
2013-12-24,1352.7031653034483
2013-12-25,1360.6397334275862
2013-12-26,1414.7284026620691
2013-12-27,1456.6276450827588
2013-12-28,1568.8619360068965
2013-12-29,1776.5675141586207
2013-12-30,1996.6436060965518
2013-12-31,2129.3209859448275
2014-01-01,2174.9996280827586
2014-01-02,2141.737195213793
2014-01-03,2046.2443687793104
2014-01-04,1943.5335984931035
2014-01-05,1891.3575068551727
2014-01-06,1881.1672950965517
2014-01-07,1869.5190866896553
2014-01-08,1901.2669012551726
2014-01-09,1995.1821382275864
2014-01-10,2055.3672832965517
2014-01-11,2023.7786924344828
2014-01-12,1953.6654841517243
2014-01-13,1888.5995141655171
2014-01-14,1841.3326104896553
2014-01-15,1783.1485840413793
2014-01-16,1714.1491441344829
2014-01-17,1672.603727786207
2014-01-18,1659.0831778827587
2014-01-19,1650.2674031517242
2014-01-20,1633.999273837931
2014-01-21,1623.4165544344826
2014-01-22,1601.438140613793
2014-01-23,1567.001023
2014-01-24,1551.838971
2014-01-25,1537.0197359172414
2014-01-26,1533.5220787724138
2014-01-27,1549.830623875862
2014-01-28,1598.0597218275864
2014-01-29,1641.0193831034483
2014-01-30,1725.9161742655174
2014-01-31,1782.9457133241378
2014-02-01,1762.805233548276
2014-02-02,1675.2029069999999
2014-02-03,1599.8561363586207
2014-02-04,1552.4571746068964
2014-02-05,1543.0033840931035
2014-02-06,1525.110758186207
2014-02-07,1510.179535124138
2014-02-08,1526.4689653931034
2014-02-09,1538.3604224551725
2014-02-10,1508.045737613793
2014-02-11,1500.5240722275862
2014-02-12,1552.0522765034482
2014-02-13,1592.6218530344827
2014-02-14,1622.8638091241378
2014-02-15,1674.6097332655172
2014-02-16,1813.1290359448276
2014-02-17,1997.2986185517243
2014-02-18,2066.6140608
2014-02-19,2103.6536199931033
2014-02-20,2144.2882742965517
2014-02-21,2070.2298861517243
2014-02-22,1966.9098011068963
2014-02-23,1877.1093801034483
2014-02-24,1801.7687508275862
2014-02-25,1737.0248316068964
2014-02-26,1668.6365360606897
2014-02-27,1619.0681013806895
2014-02-28,1566.0869630344828
2014-03-01,1531.424894758621
2014-03-02,1515.642540124138
2014-03-03,1523.3241874586206
2014-03-04,1547.5827719344827
2014-03-05,1542.6649057689656
2014-03-06,1504.8607741448275
2014-03-07,1463.2152990965517
2014-03-08,1429.2392691793102
2014-03-09,1404.0986116965519
2014-03-10,1373.566844062069
2014-03-11,1350.7380604965517
2014-03-12,1329.930270772414
2014-03-13,1294.8575892896552
2014-03-14,1263.8617609448274
2014-03-15,1240.8743408413793
2014-03-16,1222.897785137931
2014-03-17,1205.879092324138
2014-03-18,1190.5471109310345
2014-03-19,1177.7329749724138
2014-03-20,1160.2787579655171
2014-03-21,1147.0132424965516
2014-03-22,1132.9849617172415
2014-03-23,1119.5361405655171
2014-03-24,1117.4879986413794
2014-03-25,1123.1942821586208
2014-03-26,1147.0933155655173
2014-03-27,1172.7398681793104
2014-03-28,1186.1362112551724
2014-03-29,1197.003618562069
2014-03-30,1199.6095814448277
2014-03-31,1184.992763475862
2014-04-01,1161.8878968448275
2014-04-02,1135.6945556482758
2014-04-03,1114.8384817310343
2014-04-04,1092.1114494689657
2014-04-05,1072.2409660206897
2014-04-06,1054.3575337965517
2014-04-07,1038.3658692344827
2014-04-08,1036.0688444
2014-04-09,1025.3524226344828
2014-04-10,1018.3047612965516
2014-04-11,991.7783431586207
2014-04-12,982.5639936344827
2014-04-13,986.2826123931034
2014-04-14,993.6303081724138
2014-04-15,1000.5316165655173
2014-04-16,989.7541304482759
2014-04-17,980.3564799172415
2014-04-18,970.5266959862068
2014-04-19,962.8451833793102
2014-04-20,950.8541433931033
2014-04-21,937.1881386965517
2014-04-22,925.4531027724138
2014-04-23,919.2259360137931
2014-04-24,926.2408995586206
2014-04-25,933.3434499310346
2014-04-26,931.3691068275862
2014-04-27,916.6222823655172
2014-04-28,916.781730537931
2014-04-29,938.5540709172413
2014-04-30,983.468554351724
2014-05-01,1057.2926219655174
2014-05-02,1117.0275853793103
2014-05-03,1175.214276351724
2014-05-04,1222.4737920068965
2014-05-05,1272.9628115103449
2014-05-06,1304.3252738827587
2014-05-07,1334.160029875862
2014-05-08,1389.5571845137931
2014-05-09,1396.0694692965517
2014-05-10,1394.215434675862
2014-05-11,1400.6312498517243
2014-05-12,1411.1502935931035
2014-05-13,1404.1733657965517
2014-05-14,1408.645509310345
2014-05-15,1398.1913993965518
2014-05-16,1380.7125514551724
2014-05-17,1365.824401824138
2014-05-18,1370.3933329551724
2014-05-19,1389.5329000448276
2014-05-20,1393.9205401689655
2014-05-21,1367.0594280551722
2014-05-22,1330.3096871655173
2014-05-23,1277.5967066068965
2014-05-24,1240.7744666724138
2014-05-25,1218.1407547103447
2014-05-26,1208.7244592103448
2014-05-27,1220.8077932448275
2014-05-28,1287.2942365724139
2014-05-29,1380.3018433344828
2014-05-30,1397.3766954379312
2014-05-31,1389.7390061103447
2014-06-01,1382.306319151724
2014-06-02,1380.1538722724138
2014-06-03,1357.972071951724
2014-06-04,1331.3986848862069
2014-06-05,1277.238968662069
2014-06-06,1250.913189562069
2014-06-07,1220.0439576068966
2014-06-08,1186.8282118103448
2014-06-09,1150.6086904931035
2014-06-10,1128.872866286207
2014-06-11,1146.6293486103448
2014-06-12,1136.2394177586207
2014-06-13,1106.2913730275861
2014-06-14,1076.7874496379309
2014-06-15,1052.4113281482757
2014-06-16,1036.665635265517
2014-06-17,1031.9372320724137
2014-06-18,1033.0474426034482
2014-06-19,1035.7090190034482
2014-06-20,1029.5160149862068
2014-06-21,1013.476760113793
2014-06-22,980.3304879310344
2014-06-23,957.0661803517241
2014-06-24,933.9382436965518
2014-06-25,913.8072820344828
2014-06-26,892.7454578172413
2014-06-27,886.8484392206897
2014-06-28,874.0330943413793
2014-06-29,896.1127909379311
2014-06-30,940.3127967137932
2014-07-01,974.2068312
2014-07-02,1013.1492422517241
2014-07-03,1028.6472521068965
2014-07-04,1038.778870924138
2014-07-05,1057.9399186586206
2014-07-06,1063.6954510068965
2014-07-07,1066.9551481689655
2014-07-08,1069.872865989655
2014-07-09,1112.785966610345
2014-07-10,1294.3973409689656
2014-07-11,1506.6245845413794
2014-07-12,1626.5416234448276
2014-07-13,1726.6057868586206
2014-07-14,1765.8804871344826
2014-07-15,1766.5923384206894
2014-07-16,1795.9645018448277
2014-07-17,1813.8590536551724
2014-07-18,1808.6269674241378
2014-07-19,1775.3117592724138
2014-07-20,1712.7978683034482
2014-07-21,1655.403013975862
2014-07-22,1632.2863091551724
2014-07-23,1608.8653758206897
2014-07-24,1579.2033072965517
2014-07-25,1633.4825553275862
2014-07-26,1769.1374204758622
2014-07-27,1895.6472497793104
2014-07-28,1950.8054812241378
2014-07-29,1901.848976351724
2014-07-30,1842.4655762551727
2014-07-31,1902.6135844206894
2014-08-01,2090.343620324138
2014-08-02,2180.557277027586
2014-08-03,2183.1027166379313
2014-08-04,2143.793049434483
2014-08-05,2105.8819655448274
2014-08-06,2058.100111013793
2014-08-07,2009.4999949448277
2014-08-08,1942.068971551724
2014-08-09,1887.3184522793103
2014-08-10,1845.171539610345
2014-08-11,1811.0639142
2014-08-12,1785.9807368931035
2014-08-13,1776.5628805344827
2014-08-14,1750.6460306517242
2014-08-15,1714.7912448689656
2014-08-16,1804.095992362069
2014-08-17,1875.3783820689655
2014-08-18,1853.4330895
2014-08-19,1812.5122040103447
2014-08-20,1783.4414765724136
2014-08-21,1744.231417962069
2014-08-22,1679.4957603827586
2014-08-23,1596.8213757724138
2014-08-24,1524.2691537517242
2014-08-25,1465.7176083310344
2014-08-26,1435.6058635517243
2014-08-27,1442.0525145586207
2014-08-28,1501.891108637931
2014-08-29,1612.645482186207
2014-08-30,1680.8427347172412
2014-08-31,1683.6389071896551
2014-09-01,1638.390216313793
2014-09-02,1582.2231942413791
2014-09-03,1577.3194399862068
2014-09-04,1618.1232123241377
2014-09-05,1626.4413435000001
2014-09-06,1616.2767700034483
2014-09-07,1570.0537859586207
2014-09-08,1520.239834924138
2014-09-09,1486.6543885551723
2014-09-10,1447.6850921724138
2014-09-11,1413.5951650965517
2014-09-12,1389.0665397517241
2014-09-13,1364.7467634517243
2014-09-14,1337.8952962551723
2014-09-15,1338.4683632896554
2014-09-16,1372.7733200931034
2014-09-17,1397.8266966758622
2014-09-18,1384.3176712310344
2014-09-19,1355.3168501896553
2014-09-20,1360.5483535931035
2014-09-21,1344.4297137793103
2014-09-22,1327.9134462586208
2014-09-23,1330.2349608517243
2014-09-24,1354.1173380034484
2014-09-25,1383.840961813793
2014-09-26,1423.3785046
2014-09-27,1424.6235043655172
2014-09-28,1372.9623458413791
2014-09-29,1330.7631274137932
2014-09-30,1299.407931924138
2014-10-01,1269.0509765827587
2014-10-02,1229.6045150379312
2014-10-03,1187.8456611448278
2014-10-04,1155.4800683758622
2014-10-05,1128.991113362069
2014-10-06,1101.7624705310345
2014-10-07,1080.8312328172415
2014-10-08,1069.4328967482759
2014-10-09,1094.1185164413791
2014-10-10,1152.7651064379309
2014-10-11,1232.7595063931033
2014-10-12,1331.5097242896552
2014-10-13,1368.6614705103448
2014-10-14,1350.503127737931
2014-10-15,1329.9887311551724
2014-10-16,1315.2303478862068
2014-10-17,1291.0439065068965
2014-10-18,1261.8751810793106
2014-10-19,1251.1406456896552
2014-10-20,1341.7807961448277
2014-10-21,1454.9754347724138
2014-10-22,1489.0928912172412
2014-10-23,1443.4389875275863
2014-10-24,1405.5329538413794
2014-10-25,1409.0297796172413
2014-10-26,1450.2171995931035
2014-10-27,1503.4243564034482
2014-10-28,1503.8494334620689
2014-10-29,1453.6253715758621
2014-10-30,1407.8162604689655
2014-10-31,1372.266362113793
2014-11-01,1345.4741304896552
2014-11-02,1326.7806917241378
2014-11-03,1304.3140307758622
2014-11-04,1287.8325640896553
2014-11-05,1291.9420148034483
2014-11-06,1336.518728872414
2014-11-07,1483.1633086068964
2014-11-08,1618.0283766999999
