datum_tijd,Q
2014-11-09,1638.588035
2014-11-10,1620.5039672827586
2014-11-11,1560.6437655308189
2014-11-12,1489.4976521553879
2014-11-13,1433.6548819379311
2014-11-14,1391.7341228586206
2014-11-15,1365.9878611448275
2014-11-16,1351.671653489655
2014-11-17,1377.1656228310344
2014-11-18,1454.3686127517242
2014-11-19,1542.2131819448275
2014-11-20,1654.004076324138
2014-11-21,1730.9879284310346
2014-11-22,1757.4634989206895
2014-11-23,1746.3456113413793
2014-11-24,1690.428004537931
2014-11-25,1613.3750370689656
2014-11-26,1540.8295899586205
2014-11-27,1479.5724819379311
2014-11-28,1431.7261975172414
2014-11-29,1395.5530374413793
2014-11-30,1371.4028480965517
2014-12-01,1355.171025462069
2014-12-02,1330.7216526482757
2014-12-03,1300.2242110689654
2014-12-04,1262.0570784689655
2014-12-05,1232.4921770689655
2014-12-06,1213.752412013793
2014-12-07,1196.7385584827587
2014-12-08,1185.0421455517242
2014-12-09,1177.6674556275862
2014-12-10,1178.7993930689656
2014-12-11,1181.1021299034483
2014-12-12,1189.8829023551723
2014-12-13,1186.3984114551724
2014-12-14,1259.0763445310345
2014-12-15,1415.8547884551724
2014-12-16,1557.000765289655
2014-12-17,1635.0488988551724
2014-12-18,1614.7034487068966
2014-12-19,1585.2801312620688
2014-12-20,1591.0744132827585
2014-12-21,1715.5894539793105
2014-12-22,1910.6722143862066
2014-12-23,2088.993893917241
2014-12-24,2125.069967213793
2014-12-25,2028.815949041379
2014-12-26,1912.071595627586
2014-12-27,1815.4846780689654
2014-12-28,1734.6100021310344
2014-12-29,1659.7322181793102
2014-12-30,1600.9812457724138
2014-12-31,1592.7275229793104
2015-01-01,1574.347230310345
2015-01-02,1528.3400643655173
2015-01-03,1503.8126591655173
2015-01-04,1496.8961089793104
2015-01-05,1513.3661630034483
2015-01-06,1672.0246211724136
2015-01-07,2070.459042437931
2015-01-08,2458.161772689655
2015-01-09,2561.2866549586206
2015-01-10,2517.177176275862
2015-01-11,2546.252601537931
2015-01-12,2727.3772612482758
2015-01-13,2910.971086962069
2015-01-14,3043.7433836310347
2015-01-15,3113.681223786207
2015-01-16,3019.5514681724135
2015-01-17,2889.8104878758622
2015-01-18,2759.4441625206896
2015-01-19,2659.28938922069
2015-01-20,2628.5607745137927
2015-01-21,2614.8333396689654
2015-01-22,2492.3434402551725
2015-01-23,2304.95874022069
2015-01-24,2142.8222353034485
2015-01-25,2007.2974651413792
2015-01-26,1894.5023506275859
2015-01-27,1825.956750089655
2015-01-28,1790.326198
2015-01-29,1804.9872411000001
2015-01-30,1852.4391636137932
2015-01-31,1918.763115510345
2015-02-01,2023.1646694689655
2015-02-02,2154.869342624138
2015-02-03,2236.1474363551724
2015-02-04,2179.336829875862
2015-02-05,2062.838783834483
2015-02-06,1946.5272529310346
2015-02-07,1830.8026106482757
2015-02-08,1717.3524809172413
2015-02-09,1628.7814550068965
2015-02-10,1562.9026877448275
2015-02-11,1513.311544551724
2015-02-12,1492.1001102551725
2015-02-13,1479.3825715758621
2015-02-14,1471.9473799448276
2015-02-15,1467.6257753034483
2015-02-16,1453.4428810413795
2015-02-17,1441.4880008344828
2015-02-18,1431.0734045068966
2015-02-19,1422.3112902551725
2015-02-20,1404.650985275862
2015-02-21,1392.8962772689656
2015-02-22,1387.0260595827585
2015-02-23,1378.8525947586206
2015-02-24,1400.9048869172414
2015-02-25,1425.1839459310345
2015-02-26,1448.8772368137932
2015-02-27,1497.2977193310344
2015-02-28,1564.9356572413792
2015-03-01,1641.5766618586208
2015-03-02,1719.3290341586207
2015-03-03,1773.6136871206897
2015-03-04,1792.271200748276
2015-03-05,1853.797648724138
2015-03-06,2010.7451525793101
2015-03-07,2165.448154613793
2015-03-08,2130.678906248276
2015-03-09,1991.2175285241378
2015-03-10,1871.1593805379312
2015-03-11,1781.531929413793
2015-03-12,1688.1294214551724
2015-03-13,1611.4413052344828
2015-03-14,1558.4120725517241
2015-03-15,1524.4672278034482
2015-03-16,1498.6348709724136
2015-03-17,1483.1994720172413
2015-03-18,1462.0432918827587
2015-03-19,1433.6866781931035
2015-03-20,1408.2078086689655
2015-03-21,1380.1172137448275
2015-03-22,1367.715723086207
2015-03-23,1361.1995608655172
2015-03-24,1354.9037891517241
2015-03-25,1343.6582739655173
2015-03-26,1339.1135726
2015-03-27,1335.5667132482758
2015-03-28,1338.1025353517243
2015-03-29,1335.844608427586
2015-03-30,1348.6451657655173
2015-03-31,1392.7254394689655
2015-04-01,1486.0096199310344
2015-04-02,1625.0864822275862
2015-04-03,1933.2955962620688
2015-04-04,2296.433033034483
2015-04-05,2475.7943880689654
2015-04-06,2512.2466562689656
2015-04-07,2470.777212296552
2015-04-08,2388.234761534483
2015-04-09,2272.755313737931
2015-04-10,2134.641615
2015-04-11,1989.000697137931
2015-04-12,1857.5755177310348
2015-04-13,1741.5370335931034
2015-04-14,1656.1579926172415
2015-04-15,1587.0642380689653
2015-04-16,1533.6252745206898
2015-04-17,1491.723934124138
2015-04-18,1459.6301260206897
2015-04-19,1432.5157895379311
2015-04-20,1412.5406438448276
2015-04-21,1404.7690293172413
2015-04-22,1423.5768189034484
2015-04-23,1430.1987985413793
2015-04-24,1406.6384668517242
2015-04-25,1383.1713131620688
2015-04-26,1368.2345539172413
2015-04-27,1351.4681639034484
2015-04-28,1356.827510727586
2015-04-29,1366.111685865517
2015-04-30,1384.3153094
2015-05-01,1387.224644813793
2015-05-02,1410.7035062896553
2015-05-03,1455.5180587724137
2015-05-04,1476.3419238482759
2015-05-05,1606.3449715793104
2015-05-06,1900.024000737931
2015-05-07,2221.617329727586
2015-05-08,2405.886447744828
2015-05-09,2416.7229459172418
2015-05-10,2349.4886584965516
2015-05-11,2257.422829558621
2015-05-12,2166.130305434483
2015-05-13,2074.7067087827586
2015-05-14,1979.3565224586207
2015-05-15,1901.7552532965517
2015-05-16,1846.2022015034481
2015-05-17,1796.0081265448275
2015-05-18,1775.6894755068965
2015-05-19,1776.0115638068964
2015-05-20,1781.3972084068967
2015-05-21,1767.7737407448276
2015-05-22,1740.4346106758621
2015-05-23,1701.7936530965517
2015-05-24,1662.7022183724137
2015-05-25,1639.118487351724
2015-05-26,1627.4576533448276
2015-05-27,1612.0827695103449
2015-05-28,1579.1637805379312
2015-05-29,1542.4053173655172
2015-05-30,1517.1450859241381
2015-05-31,1526.081579062069
2015-06-01,1526.6984154758622
2015-06-02,1501.1543002758622
2015-06-03,1456.4713698
2015-06-04,1420.4410905172415
2015-06-05,1393.1928008103448
2015-06-06,1373.1546387310345
2015-06-07,1344.4607427793103
2015-06-08,1328.9869030965517
2015-06-09,1318.9106292689655
2015-06-10,1304.4699974827586
2015-06-11,1316.7429652758622
2015-06-12,1369.8391904827586
2015-06-13,1395.2958065827586
2015-06-14,1393.4561884896552
2015-06-15,1382.3741102689655
2015-06-16,1369.3891189793103
2015-06-17,1357.7657840275863
2015-06-18,1346.357856848276
2015-06-19,1378.2920140965516
2015-06-20,1443.2848817310344
2015-06-21,1478.1542655586206
2015-06-22,1467.626360886207
2015-06-23,1463.1372946206895
2015-06-24,1480.0334268620688
2015-06-25,1492.1545898
2015-06-26,1499.114113075862
2015-06-27,1504.7853499448277
2015-06-28,1515.8088150689655
2015-06-29,1502.6488652413793
2015-06-30,1466.7004629103449
2015-07-01,1427.318541151724
2015-07-02,1380.6436675448276
2015-07-03,1350.5122590206897
2015-07-04,1321.3978316482758
2015-07-05,1290.1008940068964
2015-07-06,1271.1382443172413
2015-07-07,1253.5328766068965
2015-07-08,1207.7184142482758
2015-07-09,1186.546423151724
2015-07-10,1175.8165640931034
2015-07-11,1158.9050303965519
2015-07-12,1134.1437937586206
2015-07-13,1114.8084061862069
2015-07-14,1106.9678635793105
2015-07-15,1093.5940598689656
2015-07-16,1077.8327477241378
2015-07-17,1051.2085870310345
2015-07-18,1002.6373869655172
2015-07-19,984.1072388965516
2015-07-20,986.4935789379309
2015-07-21,999.8239948827587
2015-07-22,995.5863384206896
2015-07-23,976.265172137931
2015-07-24,954.7499378551723
2015-07-25,937.1647617586206
2015-07-26,940.9622749862068
2015-07-27,959.6674532
2015-07-28,981.7329569586208
2015-07-29,987.0903377586206
2015-07-30,987.2543371586207
2015-07-31,972.9154520413792
2015-08-01,940.3273800620689
2015-08-02,914.2426971103448
2015-08-03,894.4313802137931
2015-08-04,880.4834346827586
2015-08-05,879.7152992206896
2015-08-06,875.1237149172414
2015-08-07,865.4288404
2015-08-08,857.8477393931034
2015-08-09,852.1651766137932
2015-08-10,833.3564214896552
2015-08-11,811.4199397931034
2015-08-12,822.2020085172413
2015-08-13,834.7121443586208
2015-08-14,835.199385075862
2015-08-15,844.164285062069
2015-08-16,852.9174526068966
2015-08-17,873.9965595586208
2015-08-18,936.1723835482758
2015-08-19,969.8421475241378
2015-08-20,975.3152410758621
2015-08-21,980.474684848276
2015-08-22,955.9946290344827
2015-08-23,932.9360020206896
2015-08-24,925.666346524138
2015-08-25,940.8557950827586
2015-08-26,960.4525278413793
2015-08-27,955.0457305931035
2015-08-28,944.0682084413793
2015-08-29,960.0040099103447
2015-08-30,970.0264892758621
2015-08-31,984.9096492344827
2015-09-01,958.4060055034482
2015-09-02,920.0518675862069
2015-09-03,910.8726317172415
2015-09-04,932.9775536482758
2015-09-05,958.6036306724137
2015-09-06,935.4751410793103
2015-09-07,900.7776609034483
2015-09-08,869.0764190448276
2015-09-09,849.7091779103448
2015-09-10,833.3086279655172
2015-09-11,815.8985626172414
2015-09-12,804.897379951724
2015-09-13,796.0127609034482
2015-09-14,793.276277386207
2015-09-15,816.8453896758621
2015-09-16,813.1427699310344
2015-09-17,817.2998033034482
2015-09-18,855.0096286517241
2015-09-19,923.2735212482759
2015-09-20,1000.7291711586206
2015-09-21,1019.4400034275861
2015-09-22,1007.3983448310344
2015-09-23,999.2739259379309
2015-09-24,994.054684751724
2015-09-25,992.3626845862068
2015-09-26,991.5121332206896
2015-09-27,983.6084790068966
2015-09-28,969.7930420137932
2015-09-29,955.8005599586206
2015-09-30,937.8966221655173
2015-10-01,910.2884899448276
2015-10-02,884.7347512068966
2015-10-03,861.4640055517242
2015-10-04,839.5266935931035
2015-10-05,812.8750431655172
2015-10-06,794.1052430344828
2015-10-07,797.3659024448275
2015-10-08,817.0997334344827
2015-10-09,831.6913192965518
2015-10-10,846.8982804206896
2015-10-11,847.387385
2015-10-12,842.5983569862069
2015-10-13,835.4029723310346
2015-10-14,823.4311147172414
2015-10-15,814.6914591655172
2015-10-16,817.787009962069
2015-10-17,839.3409034206896
2015-10-18,861.1835371034483
2015-10-19,863.3153654551725
2015-10-20,864.7652236413794
2015-10-21,863.6922954413793
2015-10-22,859.9004304
2015-10-23,851.5261398137932
2015-10-24,841.2321459517241
2015-10-25,837.019212924138
2015-10-26,828.1215253931034
2015-10-27,814.0538025724137
2015-10-28,798.5106252482759
2015-10-29,790.3399998551724
2015-10-30,771.0790434827586
2015-10-31,756.8097317793104
2015-11-01,751.5105242896552
2015-11-02,740.7547716068966
2015-11-03,731.5175962896552
2015-11-04,729.6232528
2015-11-05,733.4953608551724
2015-11-06,731.9353268827587
2015-11-07,733.8296022310345
2015-11-08,737.4616725310345
2015-11-09,728.7153859793103
2015-11-10,738.810980862069
2015-11-11,742.9900844068966
2015-11-12,728.0191429689655
2015-11-13,712.0508619931035
2015-11-14,738.673393275862
2015-11-15,770.1425575448276
2015-11-16,763.4078726206897
2015-11-17,779.3887678
2015-11-18,856.6179408137931
2015-11-19,894.7493090965518
2015-11-20,928.5933817586207
2015-11-21,966.4577259448276
2015-11-22,1006.059518675862
2015-11-23,1109.1968312965516
2015-11-24,1323.2970290206897
2015-11-25,1478.2145574689657
2015-11-26,1481.0808357517242
2015-11-27,1402.0088332965515
2015-11-28,1338.4369509724138
2015-11-29,1313.213101848276
2015-11-30,1323.376414227586
2015-12-01,1408.4564259793103
2015-12-02,1565.465662075862
2015-12-03,1812.428763124138
2015-12-04,1943.0279863
2015-12-05,1947.4846219172412
2015-12-06,1863.566419775862
2015-12-07,1722.4895128827586
2015-12-08,1589.454969586207
2015-12-09,1472.6800014689654
2015-12-10,1392.399872075862
2015-12-11,1345.5344093793103
2015-12-12,1309.081339562069
2015-12-13,1302.2346139448275
2015-12-14,1302.8979945655174
2015-12-15,1323.471317689655
2015-12-16,1320.1163472206895
2015-12-17,1293.9437709413794
2015-12-18,1272.6128401275862
2015-12-19,1255.2807298689654
2015-12-20,1257.329687586207
2015-12-21,1267.4312719379311
2015-12-22,1259.856581737931
2015-12-23,1236.4826888689654
2015-12-24,1215.0051623448276
2015-12-25,1196.0698572896551
2015-12-26,1198.4149542068967
2015-12-27,1188.407176234483
2015-12-28,1159.4278656344827
2015-12-29,1122.2684141310344
2015-12-30,1083.0811018689656
2015-12-31,1044.722819537931
2016-01-01,1009.1295180413794
2016-01-02,961.9143092793104
2016-01-03,952.1847645034482
2016-01-04,948.8149024206896
2016-01-05,960.1460071379311
2016-01-06,1003.0362756827585
2016-01-07,1084.5146897310344
2016-01-08,1234.8316549827587
2016-01-09,1394.4979639034484
2016-01-10,1484.8653833724138
2016-01-11,1517.9582720896553
2016-01-12,1530.6556294965517
2016-01-13,1609.8484173862068
2016-01-14,1847.8022115931035
2016-01-15,2182.6778034068966
2016-01-16,2459.2838345448276
2016-01-17,2522.242854313793
2016-01-18,2381.8073958448276
2016-01-19,2173.071465806897
2016-01-20,1965.4565598413794
2016-01-21,1775.3982708206895
2016-01-22,1644.7967655655173
2016-01-23,1555.625722337931
2016-01-24,1490.167726213793
2016-01-25,1440.6370259103448
2016-01-26,1425.1475081034482
2016-01-27,1445.7742061310346
2016-01-28,1471.0040535758621
2016-01-29,1501.8425201103448
2016-01-30,1522.0153579448277
2016-01-31,1548.3567653172415
2016-02-01,1631.1709700275862
2016-02-02,1782.5136533586206
2016-02-03,1999.8258111724135
2016-02-04,2383.847725289655
2016-02-05,2786.0549795827587
2016-02-06,2934.9179923172414
2016-02-07,2884.8968581586205
2016-02-08,2806.8985796896554
2016-02-09,2711.5262964689655
2016-02-10,2615.9218674
2016-02-11,2700.9590619034484
2016-02-12,3097.2804586
2016-02-13,3427.7623350689655
2016-02-14,3501.0258133655175
2016-02-15,3309.069523637931
2016-02-16,3076.795711462069
2016-02-17,2953.973622710345
2016-02-18,2843.7154177862067
2016-02-19,2675.2811203448273
2016-02-20,2450.911978096552
2016-02-21,2266.7166183
2016-02-22,2175.060285875862
2016-02-23,2238.7631162000002
2016-02-24,2468.252700724138
2016-02-25,2664.725678586207
2016-02-26,2844.3982319862066
2016-02-27,2928.8055226965516
2016-02-28,2841.904020662069
2016-02-29,2625.27304697931
2016-03-01,2398.4718278689656
2016-03-02,2202.415540710345
2016-03-03,2044.6762939103448
2016-03-04,1932.858986275862
2016-03-05,1905.7292152620687
2016-03-06,1964.942487324138
2016-03-07,2117.747822013793
2016-03-08,2270.1226257931035
2016-03-09,2339.3034536137934
2016-03-10,2319.0378384827586
2016-03-11,2241.4224986793106
2016-03-12,2121.1193477034485
2016-03-13,1996.776970013793
2016-03-14,1882.3997256206894
2016-03-15,1781.0590972827588
2016-03-16,1699.6941780310344
2016-03-17,1627.8556931793103
2016-03-18,1564.143064837931
2016-03-19,1517.4109173310344
2016-03-20,1483.3310983517242
2016-03-21,1443.548682424138
2016-03-22,1417.7919930822281
2016-03-23,1399.7123498522546
2016-03-24,1378.7990791448276
2016-03-25,1366.8177502655174
2016-03-26,1359.4195698793105
2016-03-27,1349.2789855758622
2016-03-28,1351.0543821931035
2016-03-29,1354.100689375862
2016-03-30,1365.2974655103449
2016-03-31,1373.9457171068964
2016-04-01,1395.000846024138
2016-04-02,1426.4563648241378
2016-04-03,1561.2077624413794
2016-04-04,1741.9668217413794
2016-04-05,1762.6823015689656
2016-04-06,1692.2542134413793
2016-04-07,1643.4288313034483
2016-04-08,1646.259867975862
2016-04-09,1664.528617875862
2016-04-10,1645.553420924138
2016-04-11,1586.7798221931034
2016-04-12,1544.3751794689654
2016-04-13,1502.1909044517242
2016-04-14,1464.7634301586206
2016-04-15,1439.2508590827586
2016-04-16,1453.7713664
2016-04-17,1460.2874332034482
2016-04-18,1461.9839102689655
2016-04-19,1522.4730990551723
2016-04-20,1738.1648597413791
2016-04-21,2010.1722227103446
2016-04-22,2117.3300478896554
2016-04-23,2059.6379570689655
2016-04-24,1958.3732482068967
2016-04-25,1859.010311624138
2016-04-26,1766.5773109344827
2016-04-27,1724.3684804
2016-04-28,1736.4751657517243
2016-04-29,1786.474833386207
2016-04-30,1797.6091075551724
2016-05-01,1778.5469567034481
2016-05-02,1723.8740662551725
2016-05-03,1688.4701525448274
2016-05-04,1723.419790413793
2016-05-05,1773.5986126896553
2016-05-06,1781.9370193379311
2016-05-07,1753.218836
2016-05-08,1704.945698
2016-05-09,1636.4682163172413
2016-05-10,1567.7198319172414
2016-05-11,1507.8624873482759
2016-05-12,1456.9810924931035
2016-05-13,1427.0007517517242
2016-05-14,1409.241236124138
2016-05-15,1411.4663430551723
2016-05-16,1468.3991714965518
2016-05-17,1620.1144851344827
2016-05-18,1807.1382694620688
2016-05-19,1948.696938234483
2016-05-20,1990.4727328068966
2016-05-21,1931.8795260206896
2016-05-22,1848.5906813862068
2016-05-23,1788.8314428275862
2016-05-24,1749.412789648276
2016-05-25,1705.776138951724
2016-05-26,1649.0463168827587
2016-05-27,1623.9629672689655
2016-05-28,1656.9433898
2016-05-29,1713.8446253931036
2016-05-30,1748.5755825724139
2016-05-31,1835.4098199551725
2016-06-01,2072.5095602275865
2016-06-02,2589.2965568068967
2016-06-03,2979.908085275862
2016-06-04,3038.1497660620694
2016-06-05,3043.479145248276
2016-06-06,3023.542758268966
2016-06-07,2973.918882910345
2016-06-08,2982.8081263172417
2016-06-09,2905.7919904551727
2016-06-10,2697.5074691034483
2016-06-11,2547.6511956
2016-06-12,2507.892669075862
2016-06-13,2497.2570176034483
2016-06-14,2515.1106781793105
2016-06-15,2639.492152213793
2016-06-16,2828.2211963655172
2016-06-17,2942.8386744448276
2016-06-18,3007.0451423310346
2016-06-19,3050.3852453931036
2016-06-20,3076.223828
2016-06-21,3102.571888427586
2016-06-22,3131.6590700275865
2016-06-23,3076.146544855172
2016-06-24,2962.762365324138
2016-06-25,2829.5272644965517
2016-06-26,2726.373986482759
2016-06-27,2774.6258334275863
2016-06-28,2847.3111831310343
2016-06-29,2829.8920257448276
2016-06-30,2718.9600754551725
2016-07-01,2573.7944320413794
2016-07-02,2442.1831441517243
2016-07-03,2309.0519868137935
2016-07-04,2182.1365873379314
2016-07-05,2097.446949062069
2016-07-06,2024.0998745103448
2016-07-07,1948.4408364206897
2016-07-08,1881.2709657793102
2016-07-09,1812.3974475448276
2016-07-10,1730.1735873724137
2016-07-11,1659.608697289655
2016-07-12,1598.4684806206897
2016-07-13,1536.6757206551724
2016-07-14,1491.0326566689655
2016-07-15,1477.4344707655173
2016-07-16,1502.361935075862
2016-07-17,1577.625381475862
2016-07-18,1657.293589675862
2016-07-19,1699.6649706827586
2016-07-20,1702.4809746206897
2016-07-21,1665.9455255310345
2016-07-22,1611.7927927758622
2016-07-23,1558.383722689655
2016-07-24,1549.0819363724138
2016-07-25,1561.3826157586207
2016-07-26,1574.7932365793104
2016-07-27,1542.0795225862068
2016-07-28,1504.2766954551723
2016-07-29,1467.8212242068967
2016-07-30,1469.6384007448275
2016-07-31,1464.954606710345
2016-08-01,1449.7936412551726
2016-08-02,1422.946018775862
2016-08-03,1404.442195751724
2016-08-04,1400.9513594137932
2016-08-05,1408.1950274
2016-08-06,1403.2173982275863
2016-08-07,1386.2439929827585
2016-08-08,1385.6114848206896
2016-08-09,1400.9297774689655
2016-08-10,1436.5909591862069
2016-08-11,1458.282391513793
2016-08-12,1438.4575451103449
2016-08-13,1414.021576862069
2016-08-14,1392.2236639586208
2016-08-15,1368.2355877137932
2016-08-16,1351.2967460137932
2016-08-17,1333.4750941034483
2016-08-18,1317.3844246344827
2016-08-19,1291.098144503448
2016-08-20,1262.256277024138
2016-08-21,1247.7991338448276
2016-08-22,1241.1155567482758
2016-08-23,1242.6095838068966
2016-08-24,1250.7540192172412
2016-08-25,1241.4697131172416
2016-08-26,1216.2954472896552
2016-08-27,1190.2399263586208
2016-08-28,1168.6545953
2016-08-29,1150.2533058827587
2016-08-30,1131.1696259137932
2016-08-31,1109.9845215896553
2016-09-01,1092.2206501689654
2016-09-02,1075.0737178827585
2016-09-03,1054.8530206068965
2016-09-04,1040.1819302068966
2016-09-05,1040.5322779310345
2016-09-06,1051.2893554413793
2016-09-07,1039.5743492724137
2016-09-08,1016.0494542172413
2016-09-09,995.4362723517241
2016-09-10,1010.173451089655
2016-09-11,1051.9980569103448
2016-09-12,1063.7930369931034
2016-09-13,1058.2523318689655
2016-09-14,1044.622816186207
2016-09-15,1026.5873886413792
2016-09-16,1017.3188957586206
2016-09-17,1005.8226193586206
2016-09-18,978.7355179172413
2016-09-19,951.913594151724
2016-09-20,942.1972413862068
2016-09-21,949.9431082275863
2016-09-22,969.0519380275863
2016-09-23,996.3636488827585
2016-09-24,994.7734440413793
2016-09-25,975.3224197655171
2016-09-26,950.4096605586208
2016-09-27,926.2991059034483
2016-09-28,907.878975186207
2016-09-29,897.7739398689655
2016-09-30,887.2759889931035
2016-10-01,877.2561982413793
2016-10-02,879.6924724965517
2016-10-03,874.998171762069
2016-10-04,872.4409947517241
2016-10-05,873.0117187310345
2016-10-06,864.2578712689656
2016-10-07,850.5875255793103
2016-10-08,834.2520783517242
2016-10-09,812.0878672758621
2016-10-10,796.6447647655172
2016-10-11,783.3350368482759
2016-10-12,778.0918737448276
2016-10-13,770.8519463862069
2016-10-14,761.3231115724137
2016-10-15,755.7332517655173
2016-10-16,745.8557371034483
2016-10-17,731.6007035034482
2016-10-18,732.9481526206897
2016-10-19,755.456972537931
2016-10-20,769.6404295793103
2016-10-21,782.532689324138
2016-10-22,791.6732466965517
2016-10-23,801.1160731241379
2016-10-24,818.793663124138
2016-10-25,848.6564174206896
2016-10-26,861.9745051448275
2016-10-27,866.7196687103449
2016-10-28,877.3689558482758
2016-10-29,896.6331755172414
2016-10-30,911.5442171310345
2016-10-31,920.4308297655172
2016-11-01,937.5525522379311
2016-11-02,937.869174
2016-11-03,920.1479340413792
2016-11-04,895.659240124138
2016-11-05,879.0915750206897
2016-11-06,871.4670321310344
2016-11-07,849.0520143586207
2016-11-08,839.3523535931034
2016-11-09,860.9695285448275
2016-11-10,892.0404804275862
2016-11-11,934.3755207586206
2016-11-12,984.296000475862
2016-11-13,1016.4937981310345
2016-11-14,1062.942545262069
2016-11-15,1187.4492347931034
2016-11-16,1315.7346846482758
2016-11-17,1349.6716441310346
2016-11-18,1344.287712724138
2016-11-19,1335.071297213793
2016-11-20,1353.1202643068964
2016-11-21,1367.0330373
2016-11-22,1387.3583766827587
2016-11-23,1394.8862789068965
2016-11-24,1425.9116420827588
2016-11-25,1429.1129596310345
2016-11-26,1399.6174535724138
2016-11-27,1353.7611663517241
2016-11-28,1303.0071785034484
2016-11-29,1251.5057744689655
2016-11-30,1199.8550395586208
2016-12-01,1154.7415282896552
2016-12-02,1110.0463354
2016-12-03,1061.0288910827585
2016-12-04,1016.4584895172413
2016-12-05,965.6750355103449
2016-12-06,954.5799372620689
2016-12-07,941.3431048482759
2016-12-08,922.1917273241378
2016-12-09,912.6958035586207
2016-12-10,902.3356654206897
2016-12-11,902.5685608965517
2016-12-12,891.8244794482758
2016-12-13,875.9670270827586
2016-12-14,861.1225584413793
2016-12-15,847.7521404
2016-12-16,837.2357309724138
2016-12-17,826.231319662069
2016-12-18,823.1231822758621
2016-12-19,813.1670420965517
2016-12-20,803.2457960275862
2016-12-21,795.5211116896552
2016-12-22,796.0279417724138
2016-12-23,794.1855269586207
2016-12-24,798.1609743793103
2016-12-25,814.5571840068966
2016-12-26,813.2323535241379
2016-12-27,822.8135265172414
2016-12-28,815.1809059999999
2016-12-29,802.6586251655172
2016-12-30,792.1110363172414
2016-12-31,788.2190290000001
2017-01-01,777.7537333103448
2017-01-02,766.799877824138
2017-01-03,757.5496988896551
2017-01-04,770.5110519724138
2017-01-05,780.0784858137931
2017-01-06,764.8026319793104
2017-01-07,763.4764213310345
2017-01-08,764.9044242689655
2017-01-09,751.1398047655173
2017-01-10,754.0553894000001
2017-01-11,758.3713196827587
2017-01-12,787.3417967379311
2017-01-13,824.9458018689655
2017-01-14,881.3704853241379
2017-01-15,927.4992441034483
2017-01-16,968.868314889655
2017-01-17,1024.5825625793102
2017-01-18,1034.8938708965518
2017-01-19,993.8523463931035
2017-01-20,955.8059356551723
2017-01-21,907.0244160551724
2017-01-22,860.9053807241379
2017-01-23,822.236770724138
2017-01-24,798.2254532482759
2017-01-25,783.2060017655172
2017-01-26,772.8253250068966
2017-01-27,761.7838032413792
2017-01-28,754.0561458
2017-01-29,749.0172473862069
2017-01-30,750.7324901862069
2017-01-31,759.809903762069
2017-02-01,772.3845703172415
2017-02-02,787.7067585310344
2017-02-03,826.1858700068966
2017-02-04,895.5446915517241
2017-02-05,1092.7279988
2017-02-06,1387.512202737931
2017-02-07,1450.4473058827587
2017-02-08,1464.625087648276
2017-02-09,1468.9737826
2017-02-10,1447.9588150827585
2017-02-11,1411.0823317172412
2017-02-12,1371.4715921448276
2017-02-13,1334.5430402068964
2017-02-14,1284.736957
2017-02-15,1267.4843076827588
2017-02-16,1279.9996547931034
2017-02-17,1231.8771636896552
2017-02-18,1166.5176513724136
2017-02-19,1123.162834324138
2017-02-20,1095.099509289655
2017-02-21,1085.8536547103447
2017-02-22,1107.417379462069
2017-02-23,1178.078769137931
2017-02-24,1313.148550289655
2017-02-25,1454.8069579310345
2017-02-26,1519.5243390275862
2017-02-27,1513.4149017517243
2017-02-28,1477.483375737931
2017-03-01,1440.252128137931
2017-03-02,1423.456675075862
2017-03-03,1442.553516413793
2017-03-04,1531.1012443103448
2017-03-05,1705.1401383793104
2017-03-06,1846.5640625310343
2017-03-07,1860.7717900206897
2017-03-08,1830.776253462069
2017-03-09,1856.3930000758621
2017-03-10,1930.5871801931034
2017-03-11,2029.5388418896553
2017-03-12,2146.1524952068967
2017-03-13,2308.1819167172416
2017-03-14,2388.8816087172413
2017-03-15,2273.6433846206896
2017-03-16,2050.980777675862
2017-03-17,1861.2495151034484
2017-03-18,1736.726791886207
2017-03-19,1658.2000813172413
2017-03-20,1638.561312575862
2017-03-21,1656.8369772965518
2017-03-22,1667.8124239379308
2017-03-23,1673.8809769586205
2017-03-24,1668.3750311793103
2017-03-25,1637.978560248276
2017-03-26,1605.479243
2017-03-27,1557.0072094206896
2017-03-28,1499.045274551724
2017-03-29,1456.224408062069
2017-03-30,1418.6961699275862
2017-03-31,1387.802844689655
2017-04-01,1365.3126792965518
2017-04-02,1339.8672335793103
2017-04-03,1308.5256557103448
2017-04-04,1287.8080086
2017-04-05,1261.8239747034481
2017-04-06,1232.865167937931
2017-04-07,1191.6032480275862
2017-04-08,1163.7380740965518
2017-04-09,1135.1928298413793
2017-04-10,1105.0917775241378
2017-04-11,1077.7041395655174
2017-04-12,1055.5318451931034
2017-04-13,1039.4844870413792
2017-04-14,1016.1504206620689
2017-04-15,982.5746902551725
2017-04-16,969.4846971034482
2017-04-17,958.0509047034482
2017-04-18,948.836832537931
2017-04-19,943.8102793655172
2017-04-20,938.3724808689655
2017-04-21,955.880420462069
2017-04-22,985.1488249724136
2017-04-23,997.7715804344828
2017-04-24,993.4761995908045
2017-04-25,980.6805486919538
2017-04-26,965.3402159172414
2017-04-27,953.0529028758622
2017-04-28,942.3191037103447
2017-04-29,930.5608305999999
2017-04-30,952.1517273827586
2017-05-01,1048.6989671310346
2017-05-02,1152.8535930965518
